,Unnamed: 0,Ticker,Price,Six-Month Price Return,Six-Month Return Percentile,Three-Month Price Return,Three-Month Return Percentile,One-Month Price Return,One-Month Return Percentile,Two-Week Price Return,Two-Week Return Percentile,Inverse RSI,RSI Percentile,HQM Score
24,24,ALGN,614.98,0.1490228317327454,0.4861111111111111,-0.0017692794649959,0.4067460317460318,0.0236700179772288,0.6964285714285714,0.0056251430814011,0.6626984126984127,-57.76684866357299,0.2757936507936508,0.5055555555555555
25,25,ALK,63.3,0.2224797219003475,0.6924603174603174,-0.0798081116441344,0.0634920634920634,-0.1021276595744681,0.0277777777777777,-0.033292608430055,0.246031746031746,-39.32864363613344,0.9226190476190476,0.3904761904761905
26,26,ALL,130.75,0.193845872899927,0.6091269841269841,0.0552865213882162,0.6944444444444444,-0.0414222873900293,0.2142857142857142,-0.0075901328273244,0.5297619047619048,-49.50511367630221,0.5853174603174603,0.5265873015873016
27,27,ALLE,138.84,0.2476635514018692,0.7380952380952381,0.0421076334158974,0.6428571428571429,-0.0090643066162301,0.4781746031746031,0.0010093727469359,0.6130952380952381,-53.62864669808347,0.3988095238095238,0.5742063492063492
28,28,ALXN,182.75,0.1301094551975758,0.4484126984126984,0.0851493379253013,0.7916666666666667,0.0324275464663013,0.7341269841269842,0.0060002201915666,0.6646825396825397,-69.60393928767017,0.0615079365079365,0.5400793650793652
29,29,AMAT,136.19,0.2905334975836254,0.8214285714285714,0.0083666518584332,0.4682539682539682,-0.01304442350895,0.4464285714285714,-0.0045318324683868,0.5654761904761905,-52.34717746498888,0.4503968253968253,0.5503968253968253
30,30,AMCR,11.61,0.0356824264049954,0.2142857142857142,-0.0272308336824466,0.2777777777777778,-0.0227272727272728,0.3630952380952381,-0.0514705882352941,0.1071428571428571,-42.37187655219919,0.8531746031746031,0.3630952380952381
31,31,AMD,85.62,-0.095977193538169,0.0337301587301587,0.049264705882353,0.6646825396825397,0.0920918367346938,0.9325396825396826,0.0531365313653137,0.9345238095238096,-63.235643232113695,0.1448412698412698,0.542063492063492
32,32,AME,133.64,0.1797316384180789,0.5753968253968254,0.0038308420341019,0.4484126984126984,-0.0057287404210996,0.496031746031746,-0.0160506552790458,0.4206349206349206,-47.20971607541076,0.6765873015873016,0.5234126984126984
33,33,AMGN,242.68,-0.0615622583139985,0.0734126984126984,-0.062070031692046,0.117063492063492,0.0304883227176221,0.7281746031746031,4.120822516182193e-05,0.5992063492063492,-52.37190590885131,0.4484126984126984,0.3932539682539682
34,34,AMP,248.63,0.1766125597463442,0.5634920634920635,0.0041599353796445,0.4523809523809524,-0.0450896800706687,0.1805555555555555,-0.0380701822261772,0.1904761904761904,-45.774540323512525,0.7261904761904762,0.4226190476190476
35,35,AMT,266.57,0.1475741529984071,0.4821428571428571,0.0570624157347925,0.6964285714285714,0.0482088789272934,0.8134920634920636,-0.0065220632081097,0.5396825396825397,-57.78153300900178,0.2738095238095238,0.5611111111111111
36,36,AMZN,3404.9,0.0236852548915854,0.1785714285714285,0.0129048763654537,0.490079365079365,0.0534767300112003,0.8412698412698413,0.0173507468261011,0.7619047619047619,-55.251222828421,0.3472222222222222,0.5238095238095238
37,37,ANET,362.05,0.1792775479626071,0.5714285714285715,0.1442070665571076,0.9107142857142856,0.0736632958690431,0.9027777777777776,-0.0057122456265618,0.5456349206349206,-59.33405602929796,0.2242063492063492,0.6309523809523809
38,38,ANSS,343.46,-0.0632227798385337,0.0694444444444444,-0.0615846994535519,0.119047619047619,0.0203802733214496,0.6765873015873016,0.0205621917156948,0.7738095238095238,-56.17857345971489,0.3115079365079365,0.3900793650793651
39,39,ANTM,380.66,0.218112,0.6845238095238095,-0.0108359535379257,0.3571428571428571,-0.0433394905819226,0.1904761904761904,-0.0086462836606073,0.5099206349206349,-46.27289259644041,0.7043650793650794,0.4892857142857142
41,41,AOS,69.27,0.2712424298036335,0.7857142857142857,0.0195760965557844,0.5238095238095238,-0.0257383966244725,0.3313492063492063,0.0046410442349527,0.6468253968253969,-53.31407663621637,0.4166666666666666,0.5408730158730158
42,42,APA,22.2,0.4509803921568626,0.9623015873015872,0.2944606413994169,0.9841269841269842,0.0662824207492795,0.878968253968254,-0.019434628975265,0.3849206349206349,-52.93068303983648,0.4345238095238095,0.7289682539682539
43,43,APD,288.54,0.0377643504531722,0.2222222222222222,-0.0003464523281595,0.4126984126984127,-0.0332048919416986,0.2817460317460317,-0.0398003327787021,0.1765873015873015,-37.92959575020907,0.9424603174603174,0.4071428571428571
44,44,APH,67.93,-0.477541916628211,0.0039682539682539,0.002508854781582,0.4384920634920635,0.0110135436820956,0.621031746031746,-0.0074517825832844,0.5317460317460317,-51.50520989923224,0.494047619047619,0.4178571428571428
45,45,APTV,155.72,0.1476158891591127,0.4841269841269841,0.1184371184371185,0.871031746031746,0.032865718170663,0.7361111111111112,-0.00669771002105,0.5376984126984127,-57.97434964207935,0.2678571428571428,0.5793650793650794
46,46,ARE,184.75,0.0931305839891131,0.3452380952380952,0.0270165100894992,0.5654761904761905,0.0490000857369487,0.8194444444444444,-0.0450715873262004,0.1428571428571428,-53.384765105870095,0.4146825396825397,0.4575396825396825
47,47,ATO,98.92,0.0881091189088109,0.3412698412698413,-0.0432343553535158,0.2003968253968254,-0.0030235839548477,0.5218253968253969,-0.0277177118144288,0.3015873015873015,-46.48890002115288,0.7003968253968255,0.4130952380952381
48,48,ATVI,92.26,-0.0012989824637366,0.1329365079365079,-0.0098733633827001,0.3630952380952381,-0.051798561151079,0.1408730158730158,-0.0599144079885876,0.0654761904761904,-42.25498926115931,0.8591269841269842,0.3123015873015873
49,49,AVB,214.0,0.2729760276009754,0.7896825396825397,0.105257721309782,0.8511904761904762,0.0477869173521346,0.8115079365079364,-0.0029817368617218,0.5753968253968254,-62.5876138198262,0.1567460317460317,0.6369047619047619
50,50,AVGO,462.2,-0.0036001465927954,0.1269841269841269,0.0046734050646668,0.4563492063492063,-0.0123087443371228,0.4484126984126984,-0.0179538935514713,0.3988095238095238,-48.33626397248515,0.6448412698412699,0.4150793650793651
51,51,AVY,208.89,0.3447276940903823,0.9067460317460316,0.0485393032828028,0.6626984126984127,-0.045379764189745,0.1746031746031746,-0.0476863460223387,0.121031746031746,-42.94260435909516,0.8412698412698413,0.5412698412698412
52,52,AWK,155.21,-0.0256748273697426,0.1091269841269841,-0.0360226072914724,0.2301587301587301,0.0116013817376002,0.626984126984127,-0.0322359396433469,0.2579365079365079,-45.99710783138338,0.7182539682539683,0.3884920634920635
53,53,AXP,169.39,0.4576198261767489,0.9642857142857144,0.1511382942575601,0.9186507936507936,0.0598798648479539,0.8591269841269842,0.0297264437689968,0.8273809523809524,-64.19316224960427,0.123015873015873,0.7384920634920635
54,54,AZO,1479.28,0.2399145048405347,0.7301587301587301,-0.0038988061168833,0.3888888888888888,0.0483912119064493,0.8174603174603174,0.0608340205815912,0.9523809523809524,-66.02067123127236,0.1071428571428571,0.5992063492063492
55,55,BA,248.3,0.2292079207920792,0.7083333333333333,0.0525200288245518,0.6765873015873016,-0.0101654375124575,0.4702380952380952,0.0046123968279657,0.6448412698412699,-55.23723635587093,0.3492063492063492,0.5698412698412698
56,56,BAC,41.62,0.3451842275371686,0.9107142857142856,0.0746191582752388,0.748015873015873,-0.0228900105646202,0.3611111111111111,-0.0054958183990443,0.5496031746031746,-53.05558626888518,0.4265873015873015,0.5992063492063492
57,57,BAX,82.23,0.0175720826630367,0.1607142857142857,-0.0642922166590804,0.0992063492063492,0.0048267856051812,0.5793650793650794,-0.0001215953307391,0.5952380952380952,-49.97694048232575,0.5634920634920635,0.3996031746031746
58,58,BBY,112.99,-0.0149943335367448,0.121031746031746,-0.0502647726317559,0.1706349206349206,-0.044158700617545,0.1865079365079365,-0.0126703949667948,0.4523809523809524,-48.4160553181996,0.6428571428571429,0.3146825396825397
59,59,BDX,241.04,-0.0670021288949101,0.0654761904761904,-0.0662069499864409,0.0912698412698412,0.0005396206052052,0.5456349206349206,-0.006020618556701,0.5416666666666666,-47.190381622276185,0.6785714285714286,0.3845238095238095
60,60,BEN,33.18,0.2017385005432814,0.628968253968254,0.1213247718823927,0.876984126984127,-0.0299663791843297,0.3075396825396825,-0.0465517241379309,0.1329365079365079,-49.41562771270904,0.5972222222222222,0.5087301587301587
61,61,BF.B,75.13,0.0266466247608634,0.1884920634920635,-0.0260565206118745,0.2817460317460317,-0.0598172944562633,0.121031746031746,-0.0054275880328304,0.5555555555555556,-45.19828850701159,0.748015873015873,0.3789682539682539
62,62,BIIB,347.51,0.2784563313957766,0.7976190476190476,0.2879326958713216,0.9821428571428572,0.2991999401824434,1.0,-0.1230031545741325,0.0019841269841269,-50.64899359288603,0.5317460317460317,0.6626984126984127
63,63,BIO,632.87,0.1088198191884505,0.3849206349206349,-0.0022701833488356,0.4007936507936508,0.0572502505846976,0.8511904761904762,0.0521004771166858,0.9285714285714286,-71.87612864961275,0.0396825396825396,0.5210317460317461
64,64,BK,50.98,0.2331881954523462,0.7142857142857143,0.0798559627197626,0.7698412698412699,-0.0213092724131312,0.373015873015873,0.0111067036890122,0.7142857142857143,-53.43020482446714,0.4107142857142857,0.5964285714285714
65,65,BKNG,2281.66,0.1506450018659161,0.4920634920634921,-0.0310352735333837,0.2539682539682539,-0.0237217063882589,0.3531746031746031,-0.0104349183769061,0.490079365079365,-47.701767275209896,0.6706349206349206,0.451984126984127
66,66,BKR,23.56,0.1431344007763221,0.4722222222222222,0.2044989775051124,0.9543650793650794,-0.0328407224958949,0.2876984126984127,-0.0906985719799305,0.0119047619047619,-44.06003518945935,0.7976190476190476,0.5047619047619047
67,67,BLK,873.5,0.2101690218897202,0.6587301587301587,0.0755799635521844,0.753968253968254,-0.0040135914802398,0.5178571428571428,-0.0081302659369109,0.5238095238095238,-54.76682717984222,0.369047619047619,0.5646825396825397
68,68,BLL,82.77,-0.0679054054054054,0.0634920634920634,-0.1088501291989664,0.0277777777777777,0.0010885341074019,0.5476190476190476,0.0150846210448858,0.748015873015873,-49.82686594494938,0.5694444444444444,0.3912698412698412
